new_cases,PRECIPITATION,REL_HUMIDITY,MAX_TEMP,MIN_TEMP,MAX_WIND_SPEED,WIND_S50M,SOLAR1_INS_CLEAR_IND,SOLAR2_ALL_SKY_II,SOLAR3_DWN_THERM_IR,Level
2,0.87,86.09,4.08,0.22,11.23,12.42,0.41,1.49,6.12,Level1
0,3.59,94.25,3.88,-0.98,8.84,8.93,0.09,0.33,6.28,Level1
0,1.53,93.96,6.25,-0.26,6.88,6.59,0.29,1.09,6.82,Level1
0,0,93.19,7.25,-0.53,7.91,8.96,0.49,1.89,6.67,Level1
0,1.17,82.35,11.67,4.69,13.55,15.33,0.26,1.03,7.72,Level1
0,1.97,87.74,10.69,4.11,11.22,11.23,0.29,1.17,7.11,Level1
0,2.18,85.81,6.66,3.24,10.38,11.77,0.43,1.77,6.51,Level1
0,2.98,87.85,4.86,-0.51,9.45,10.5,0.31,1.29,6.67,Level1
0,2.38,95.55,5.38,-1.2,11.21,9.66,0.24,1.03,6.94,Level1
0,1.05,84.78,5.64,1.27,10.79,10.65,0.41,1.75,7.07,Level1
0,0.88,86.35,7.92,1.11,11.77,12.74,0.3,1.32,7.32,Level1
0,10.52,91.52,10.7,2.58,15.73,14.85,0.08,0.34,7.39,Level1
0,5.86,93.8,8.35,0.08,10.4,9.46,0.24,1.1,6.85,Level1
0,1.41,86.56,8.4,2.98,10.14,10.67,0.41,1.87,7.02,Level1
2,4.2,90.47,3.55,0.7,8.05,8.53,0.28,1.29,6.9,Level1
4,2.79,91.96,3.06,-0.51,6.36,6.28,0.29,1.35,6.48,Level1
26,3.19,87.27,4.65,-0.54,7.9,8.48,0.42,2.03,6.86,Level1
10,3.4,90.83,9.99,0.81,11.09,11.52,0.47,2.3,6.9,Level1
54,1.36,86.98,8.04,1.96,10.1,9.86,0.36,1.79,6.81,Level1
18,1.8,83.08,8.62,2.31,7.17,6.7,0.56,2.82,6.78,Level1
28,3.07,87.53,5.66,-1.07,6.9,6.5,0.36,1.86,6.58,Level1
39,0.77,94.34,5.75,-1.59,6.11,6.26,0.31,1.62,6.37,Level1
66,5.03,88.57,6.75,-0.49,6.85,6.98,0.44,2.33,6.84,Level1
138,5.04,94.32,5.52,1.87,6.87,7.02,0.24,1.29,7.43,Level1
284,1.75,87.95,6.09,-0.31,6.99,7.63,0.28,1.51,6.99,Level1
163,0.33,89.64,7.78,-0.68,8.01,8.64,0.38,2.11,6.97,Level1
55,1.01,89.22,8.62,1.58,5.66,6.53,0.4,2.23,6.92,Level1
237,8.43,96.6,9.99,2.05,10.97,10.85,0.2,1.15,7.3,Level1
157,7.22,91.49,12.22,7.85,9.41,9.91,0.34,1.97,7.78,Level1
271,1.38,83.68,9.59,3.03,12.14,11.97,0.43,2.55,6.97,Level1
802,1.63,86.75,7.41,1.72,12.14,10.8,0.39,2.34,6.47,Level1
693,0.08,81.27,8.11,-1.25,3.95,3.96,0.59,3.59,5.56,Level1
733,0,78.36,10.4,-0.84,8.19,8.55,0.57,3.51,6.15,Level1
1043,0,81.59,14.94,0.87,4.37,4.49,0.6,3.77,6.55,Level1
1174,0.26,83.01,13.11,5.75,4.4,4.01,0.55,3.46,6.94,Level1
1144,0,85.18,14.81,2.88,5.74,6.13,0.61,3.92,6.54,Level1
1042,0.05,83.14,15.17,6.03,3.12,3.8,0.5,3.25,7.29,Level1
5940,0.69,89.67,9.55,3.29,5.57,5.83,0.13,0.85,7.97,Level3
4049,0.22,79.3,5.59,-2.44,9.23,9.26,0.32,2.14,6.33,Level2
3276,0,72.28,4.46,-4.73,8.24,8.34,0.66,4.44,4.89,Level2
3311,0,63.71,5.02,-5.21,6.43,6.93,0.67,4.57,4.83,Level2
4438,0,63.42,6.19,-4.66,5.71,6.67,0.67,4.64,4.9,Level2
2342,0,63.73,7.07,-4.26,7.49,7.94,0.67,4.71,4.99,Level2
4954,0,75.12,7.72,-3.81,7.54,7.91,0.65,4.58,5.6,Level2
5780,0,78.64,14.09,-1.44,7.16,7.95,0.64,4.55,6.21,Level3
6294,0.01,77.41,12.21,0.41,5.02,6.11,0.66,4.77,6.06,Level3
3965,1.42,86.16,4.91,-4.46,9.78,8.17,0.19,1.37,6.56,Level2
4751,1.04,77.48,3.53,-6.17,4.9,4.67,0.46,3.4,5.94,Level2
4615,0.24,73.44,4.51,-3.87,4.44,4.37,0.58,4.31,5.8,Level2
5453,0,64.93,7.93,-4.6,2.81,3.25,0.65,4.89,5.37,Level3
6156,0.08,73.42,9.55,-0.68,6.06,4.66,0.51,3.91,6.07,Level3
6174,1.93,83.51,8.89,0.64,5.07,5.54,0.35,2.72,7.08,Level3
6082,0.01,72.43,11.7,-1.3,3.69,3.64,0.52,4.04,6.28,Level3
5936,0,71.95,14.79,-0.34,6.1,7.41,0.65,5.13,5.94,Level3
3677,0,71.5,18.59,0.67,4.29,6.18,0.66,5.22,6.15,Level2
3834,0.03,83.12,17.63,3.99,3.75,5.01,0.57,4.58,6.86,Level2
4003,0.03,60.38,20.2,5.5,3.56,3.2,0.65,5.25,6.58,Level2
4974,0,68.95,17.96,6.6,4.08,3.94,0.59,4.87,6.82,Level2
5323,0.04,74.26,15.64,3.78,4.12,4.12,0.58,4.85,6.37,Level3
4133,0,66.05,16.32,0.47,3.2,4.06,0.64,5.38,6.34,Level2
2821,0.04,69.4,20.1,3.76,4.3,5.48,0.61,5.19,6.85,Level2
2537,0.52,72.26,8.53,-0.46,7.77,8.08,0.46,3.95,6.58,Level2
2082,0.09,71.5,8.54,-1.59,4.92,5.53,0.53,4.6,6.2,Level2
2486,0,70.29,13.86,-1.1,4.29,3.33,0.59,5.11,6.66,Level2
2866,0,66.47,19.08,2.27,3.27,4,0.61,5.32,6.73,Level2
3380,0.01,74.64,18.29,4.12,3.11,3.98,0.64,5.66,6.76,Level2
3609,0.32,72.8,18.03,5.24,4.07,3.87,0.65,5.79,6.63,Level2
2458,1.29,66.54,13.83,2.85,6.64,7.08,0.66,5.92,6.49,Level2
1775,0,61.02,13.51,0.43,9.38,9.9,0.6,5.92,6.52,Level2
1785,0,62.96,14.89,1.18,9.62,10.28,0.65,5.97,6.57,Level2
2237,0,63.5,16.43,2.01,8.26,8.79,0.63,5.79,6.43,Level2
2352,0,61.27,18.58,2.94,4.9,4.62,0.6,5.86,6.5,Level2
2337,0,67.66,18.38,5.31,5.94,6.48,0.61,5.82,6.51,Level2
2055,0.11,74.49,13.82,3.54,4.89,4.76,0.62,5.8,6.45,Level2
1737,0,61.64,16.89,3.53,1.6,1.6,0.65,5.91,6.44,Level2
1018,0,63.44,19.18,3.94,4.98,4.55,0.65,5.86,6.46,Level2
1144,4.05,77.26,16.37,6.35,4.21,4.74,0.66,5.94,6.6,Level2
1304,2,82.09,16.04,8.23,6.24,6.28,0.64,5.87,6.51,Level2
1478,3.46,80.89,14.58,7.37,7.93,8.38,0.6,5.96,6.5,Level2
0,2.9,77.4,14.74,7.97,6.52,7.4,0.6,5.99,6.53,Level1
2584,3.18,78.53,14.64,7.56,7.36,7.89,0.64,5.97,6.49,Level2
0,0,53.45,13.88,1.7,5.28,4.79,0.66,3.41,5.92,Level1
0,0,41.86,13.18,-0.59,4.69,4.26,0.67,3.46,5.77,Level1
0,0.21,48.83,14.48,0.92,5.31,4.1,0.65,3.35,6.45,Level1
0,4.28,70.01,14.12,2.41,4.05,3.11,0.15,0.8,7.29,Level1
0,0.18,52.39,12.42,1.17,7.54,6.17,0.71,3.7,5.67,Level1
0,0,45.86,10.31,-1.97,3.99,3.67,0.71,3.69,5.45,Level1
0,0,40.41,11.75,-0.24,2.84,2.05,0.71,3.74,5.4,Level1
0,0,37.87,14.24,-1.71,5.88,5.13,0.72,3.79,5.41,Level1
0,0.14,51.88,14.48,0.59,9.54,7.91,0.53,2.81,6.33,Level1
0,0.61,69.02,10.24,-1.7,5.24,4.25,0.42,2.22,6.49,Level1
0,9.85,84.73,0.7,-3.25,6.05,5.12,0.15,0.81,6.48,Level1
0,2.13,68.64,4.04,-6.26,4.65,4.3,0.59,3.15,5.36,Level1
0,0.02,54.3,7.9,-4.34,5.27,5.08,0.59,3.18,5.94,Level1
0,2.78,75.66,2.2,-3.97,6.56,5,0.3,1.64,6.68,Level1
0,0.25,64.86,7.09,-5.25,3.66,2.91,0.66,3.63,5.6,Level1
0,0,54.82,8.02,-2.83,4.15,4.09,0.65,3.56,6.02,Level1
0,0,56.98,9.7,-1.3,3.8,1.86,0.65,3.61,6.11,Level1
0,0.01,64.38,11.55,1.32,6.23,7.31,0.39,2.19,6.66,Level1
0,0.06,67.51,13.49,0.75,6.79,5.06,0.63,3.54,6.2,Level1
0,0.17,73.97,7.31,-1.74,3.79,3.48,0.61,3.41,5.92,Level1
0,0,60.15,9.47,-1.52,4.28,3.07,0.63,3.55,5.8,Level1
0,1.04,65.48,10.4,-2.22,4.12,3.26,0.62,3.55,6.27,Level1
0,0.93,57.76,11.48,-1.51,11.72,9.1,0.57,3.25,6.04,Level1
0,0,43.44,11.21,-3.38,5.8,6,0.73,4.24,5.18,Level1
0,0.03,45.76,9.66,-3.37,4.79,5.59,0.73,4.26,5.28,Level1
0,0.3,52.83,8.53,-2.69,3.16,2.43,0.72,4.21,5.43,Level1
0,0,44.46,10.24,-3.3,3.83,3.77,0.73,4.33,5.31,Level1
0,0,40.78,10.56,-2.43,2.73,2.17,0.74,4.39,5.32,Level1
0,0,39.41,13.27,-1.69,4.65,4.56,0.62,3.72,6.24,Level1
0,0,47.8,10.6,-0.63,6.33,6.38,0.67,4.02,5.99,Level1
0,0,38.16,15.42,-1.42,6.32,6.94,0.75,4.57,5.35,Level1
0,0,39.57,16.42,-1.14,13.29,11.24,0.71,4.37,5.55,Level1
0,0.06,51.02,9.5,-0.02,7.93,5.87,0.63,3.91,5.62,Level1
0,0,39.79,9.69,-3.59,5.12,4.65,0.72,4.49,5.15,Level1
0,0,28.76,17.06,-1.31,8.38,9.66,0.72,4.52,5.47,Level1
0,0,36.45,15.48,-0.88,6.29,6.26,0.71,4.52,5.77,Level1
0,0,32.72,18.04,0.77,5.49,5.63,0.72,4.62,5.82,Level1
0,0,43.55,18.6,1.73,6.46,7.66,0.72,4.61,6.08,Level1
0,0.02,52.81,19.97,5.76,13.59,13.31,0.67,4.34,6.46,Level1
0,0.06,39.9,17.35,3.5,16.28,13.98,0.71,4.67,5.85,Level1
0,0,38,13.66,0.24,10.62,8.9,0.73,4.82,5.35,Level1
0,0,36.31,10.04,-4.63,12.96,10.59,0.72,4.79,4.91,Level1
0,0,28.84,6.3,-5.95,7.52,6.8,0.72,4.84,4.81,Level1
0,0,25.08,13.6,-3.52,5.41,5.65,0.73,4.92,5.45,Level1
0,0,34.27,17.76,0.19,7.39,7.6,0.71,4.81,5.95,Level1
0,0,47.57,9.3,-3.24,4.01,4.47,0.62,4.22,5.77,Level1
0,0,27.71,18.12,-0.44,3.81,3.32,0.71,4.89,6.11,Level1
0,0,41.68,20.12,1.16,5.27,3.43,0.67,4.67,6.84,Level1
0,0.01,52.01,15.35,1.91,4.32,3.36,0.68,4.79,6.79,Level1
0,0.02,51.52,18.86,4.94,3.19,2.7,0.47,3.31,7.35,Level1
2,0.55,57.75,18.12,6.88,13.96,9.61,0.32,2.26,7.8,Level1
3,0.01,40.96,18.8,2.74,4.59,4.41,0.73,5.27,6.04,Level1
13,0,32.59,20.1,3.08,6.95,6.52,0.73,5.31,6.09,Level1
10,0,38.15,18.88,2.88,5.74,5.44,0.73,5.3,6.16,Level1
15,0.01,43.53,21.81,4.81,4.75,4.38,0.44,3.27,7.55,Level1
18,0.07,45.11,22.95,9.83,12.74,10.85,0.58,4.31,8.04,Level1
34,3.02,47.2,18.96,6.31,14.23,11.15,0.57,4.24,7.51,Level1
44,0.02,50.89,15.63,3,4.81,3.76,0.72,5.44,5.99,Level1
106,0,29.59,20.51,1.94,2.89,2.51,0.75,5.7,5.95,Level1
143,0,25.8,21.99,3.6,3.4,3.14,0.75,5.74,6.04,Level1
205,0,30.19,22.27,4.64,5.51,6.76,0.71,5.47,6.5,Level1
385,0,31.83,19.82,4.31,11.21,9.73,0.73,5.69,5.92,Level1
523,0,42.22,14.01,0.74,7.16,5.87,0.7,5.51,6.04,Level1
835,0,46.64,12.52,-0.9,5.65,4.26,0.71,5.6,5.71,Level1
586,0,30.94,17.67,1.81,2.63,2.5,0.72,5.79,5.77,Level1
591,0,22.63,20.99,3.62,3.5,3.53,0.73,5.85,5.96,Level1
1234,0,20.54,21.2,5.43,6.01,4.64,0.65,5.26,6.42,Level1
1076,0,24.44,17.51,5.03,9.77,6.11,0.62,5.08,6.61,Level1
743,0,21.71,12.35,-1.16,8.66,6.71,0.74,6.07,5.14,Level1
595,0,13.54,17.27,-1.41,4.61,4.02,0.74,6.18,5.17,Level1
881,0,11.38,19.7,1.35,3.35,2.91,0.73,6.12,5.53,Level1
958,0,16.51,22.12,3.53,4.3,3.86,0.72,6.07,6.11,Level1
1075,0,18.5,23.3,9.09,4.09,3.28,0.63,5.37,7.04,Level1
1289,0.04,21.61,24.63,9.56,9.96,9.18,0.67,5.74,7.52,Level1
1365,0.17,47.28,21.1,7.98,8.14,6.76,0.39,3.34,7.73,Level1
1209,0.07,43.76,20.82,7.64,5.96,5.02,0.61,5.26,7.39,Level1
1053,0,40.19,21.87,8.77,4.15,4.28,0.55,4.8,7.62,Level1
1178,2.29,41.26,22.68,8.91,7.12,6.15,0.39,3.45,7.81,Level1
1192,0.25,41.11,22.53,8.1,6.93,7,0.68,6.01,7.2,Level1
1046,0,24.83,21.79,5.38,5.79,6.82,0.74,6.55,6,Level1
1237,0.21,29.14,22.16,6.7,5.96,6.25,0.62,5.51,7.02,Level1
966,1.59,51.71,19.87,5.52,9.47,6.93,0.32,2.89,7.32,Level1
1028,0.71,58.89,9.94,1.58,8.66,8.63,0.54,4.87,6.23,Level1
1411,0.52,61.41,13.15,1.32,4.85,3.8,0.23,2.07,7.09,Level1
1762,0,56.93,14.4,1.94,4.11,3.16,0.49,4.48,6.83,Level1
2206,0.1,49.7,15.09,3.16,4,3.1,0.7,6.44,6.41,Level2
2389,0.68,48.69,16.68,4.78,3.21,2.31,0.57,5.25,7.09,Level2
2926,2.36,59.27,18.35,6.03,3.75,3.17,0.32,2.98,7.69,Level2
3076,6.63,59.58,19.91,6.99,7.89,5.74,0.4,3.76,7.78,Level2
2901,0.3,41.79,21.03,7.11,9.34,7.35,0.72,6.81,6.56,Level2
3186,0,45.45,18.34,4.68,11.56,10.04,0.72,6.79,6.2,Level2
3111,2.59,51.98,21.28,3.97,4.81,4.16,0.67,6.39,6.97,Level2
2987,0.46,49.22,23.84,8.35,9.44,9.2,0.67,6.37,7.21,Level2
2875,0.38,39.34,24.19,9.29,11.65,8.99,0.68,6.52,6.99,Level2
0,0,37.13,23.35,5.69,6.48,7.1,0.63,6.11,6.85,Level1
5275,0,39.17,22.04,7.46,7.9,5.9,0.71,6.86,6.45,Level3
2483,0,38.37,23.62,6.85,3.94,3.97,0.51,5.01,7.05,Level2
2274,14.53,53.57,21.6,10.67,6.91,4.56,0.58,5.65,7.82,Level2
2089,21.03,84.7,13.26,1.86,5.86,4.2,0.51,5.02,7.59,Level2
1997,0.52,68.04,20.35,0.75,4.73,2.64,0.55,5.43,7.58,Level1
1634,8.79,56.24,26.64,8.61,13.44,11.6,0.35,3.49,8.38,Level1
1972,0.28,53.28,24.62,11.65,15.51,13.7,0.22,2.16,8.1,Level1
1837,0.33,47.75,24.21,10.48,12.82,8.87,0.57,5.71,7.47,Level1
1657,0.01,43.87,21.43,7.43,4.95,5.1,0.7,7.02,6.67,Level1
1617,0.34,64.85,16.47,4.4,4.61,4.59,0.63,6.39,6.79,Level1
1574,0,53.38,20.99,5.26,5.43,3.96,0.67,6.79,6.9,Level1
1512,0.83,57.7,18.84,7.3,3.01,2.51,0.64,6.51,7.21,Level1
1606,9.43,61.58,19.38,7.37,4.46,3.91,0.5,5.13,7.53,Level1
1499,4.34,65.28,20.76,8.29,3.51,2.84,0.53,6.95,7.74,Level1
1374,5.16,66.78,20.64,8.94,3.46,3,0.56,5.77,7.93,Level1
1343,1.74,61.87,22.9,12.05,2.95,2.39,0.53,6.73,3.62,Level1
1294,4.8,63.04,24.1,13.6,3.65,2.6,0.54,5.94,6.96,Level1
1297,52.31,83.69,15.51,12.11,7.6,4.4,0.53,6.11,6.86,Level1
1194,0.04,56.91,25.36,8.99,5.2,4.12,0.56,6.89,2.64,Level1
1030,0,47.8,27.32,10.98,6.22,7.17,0.56,6.2,6.16,Level1
1168,0,40.26,28.44,10.98,7.47,8.02,0.54,6.2,1.63,Level1
1134,3.23,44.88,29.89,12.9,12.41,11.92,0.56,6.62,5.62,Level1
1153,0,42.87,24.87,12.11,9.49,8.92,0.54,6.82,4.3,Level1
991,0,41.73,25.61,7.91,9.82,7.18,0.55,5.88,1.46,Level1
1112,15.19,61.42,21.1,9.09,6,4.05,0.54,6.06,5.88,Level1
1073,23.27,77.81,17.61,10.82,4.92,4.39,0.55,6.42,5.9,Level1
983,17.25,66.89,18.39,10.31,5.76,4.2,0.54,6.24,3.98,Level1
1006,21.57,64.34,20.35,10.14,5.01,4.45,0.54,5.82,4.54,Level1
0,0,56.01,12.7,4.62,2.82,2.13,0.61,2.17,6.52,Level1
0,0,64.59,12.7,3.9,2.96,2.39,0.61,2.18,6.35,Level1
0,0,67.39,12.17,5.95,2.96,2.52,0.6,2.16,6.77,Level1
0,0.02,85.7,12.88,5.27,3.7,3.35,0.42,1.52,7.49,Level1
0,0,70.64,12.49,2.31,6.82,6.59,0.62,2.25,6.25,Level1
0,0,56.71,9.43,1.27,4.52,4.59,0.63,2.28,6.11,Level1
0,0,57.25,10.16,3.19,2.63,1.76,0.5,1.85,6.63,Level1
0,0,67.19,12.67,3.41,3.34,3.02,0.61,2.24,6.68,Level1
0,0,65.72,12.06,4.96,2.41,1.78,0.62,2.3,6.26,Level1
0,0.01,73.48,12.64,5.55,2.24,1.59,0.48,1.81,6.92,Level1
0,0,70.73,12.42,3.62,3.38,2.86,0.61,2.3,6.55,Level1
0,0,75.14,12.9,4.19,3.41,3.17,0.61,2.33,6.41,Level1
0,0,73.19,12.12,3.8,3.18,2.48,0.57,2.2,6.79,Level1
0,0,71.69,12.19,5.7,2.2,1.8,0.48,1.86,7.02,Level1
0,0,68.71,12.58,4.82,2.22,2.15,0.62,2.41,6.43,Level1
0,0,73.66,11.92,4.92,2.82,3.06,0.58,2.28,6.65,Level1
0,0.01,78.28,11.99,5,4.29,2.81,0.61,2.44,6.78,Level1
0,4.38,87.95,10.83,6.13,3.48,3.74,0.39,1.57,7.69,Level1
0,0.17,81.19,11.84,2.88,5.58,4.87,0.61,2.48,6.9,Level1
0,0.12,75.82,10.19,5.39,7.23,7.91,0.21,0.87,7.57,Level1
0,0,73.97,13.89,4.57,4.79,5.21,0.61,2.52,7.17,Level1
0,0.06,79.29,13.72,6.1,3.26,2.56,0.61,2.56,6.82,Level1
0,0.03,81.13,14.04,6.19,2.61,1.97,0.61,2.6,6.75,Level1
0,0.95,90.58,12.1,4.99,5.04,5.27,0.21,0.91,8.03,Level1
0,3.47,92.05,12.98,7.58,4.71,4.98,0.48,2.09,7.82,Level1
0,0.59,88.46,12.4,6.21,3.23,3.58,0.49,2.14,7.19,Level1
0,0.15,89.48,12.81,4.54,3.44,3.17,0.6,2.63,7.21,Level1
0,0.3,90.86,12.69,8.55,7.88,7.99,0.14,0.63,7.92,Level1
0,0.03,86.35,12.91,7.77,6.57,6.75,0.5,2.28,7.28,Level1
0,0,81.56,14.74,5.13,3.65,2.96,0.63,2.9,6.92,Level1
3,0.16,89.57,12.98,8.59,3.89,3.55,0.26,1.21,8.48,Level1
0,0.41,93.9,13.61,8.96,3.73,3.23,0.27,1.27,8.46,Level1
0,0.1,91.17,15.22,10.18,3.25,2.98,0.36,1.72,8.34,Level1
0,0.03,90.66,16.63,9.89,2.24,1.85,0.49,2.35,7.77,Level1
0,0.19,90.35,15.47,6.88,9.54,7.62,0.49,2.4,7.55,Level1
0,0.05,63.04,10.93,2.94,11.91,11.72,0.64,3.12,6.13,Level1
0,0,52.86,9.4,2.06,10.34,8.61,0.65,3.23,5.82,Level1
0,0,49.02,12.33,3.25,2.67,2.21,0.65,3.26,6.16,Level1
0,0,52.06,13.07,4.33,2.16,2.06,0.64,3.27,6.28,Level1
0,0.48,79.4,12.97,5.01,4.1,4.05,0.52,2.68,7.52,Level1
0,1.7,93.38,13.1,8.7,7.84,6.59,0.24,1.26,8.05,Level1
0,0.1,93.85,15.35,9.91,7.24,6.66,0.57,2.98,7.48,Level1
0,0.05,85.75,15.23,8.57,5.01,3.78,0.63,3.35,7,Level1
0,0.12,84.35,13.42,6.01,5.27,4.58,0.52,2.79,7.63,Level1
0,2.77,77.91,15.7,7.04,5.98,6.32,0.63,3.44,7.07,Level1
0,0.44,64.4,15.39,4.54,3.51,3.14,0.66,3.65,6.31,Level1
0,0.05,69.95,15.5,6.12,2.95,2.25,0.66,3.65,6.53,Level1
0,0,73.05,14.45,6.64,3.05,1.89,0.64,3.58,6.98,Level1
0,0.07,81.6,14.65,6.93,2.87,1.53,0.33,1.89,7.8,Level1
0,2.34,89.88,12.42,6.54,4.97,3.69,0.48,2.76,7.35,Level1
0,0.37,66.67,14.47,4.2,4.4,3.35,0.67,3.87,6.5,Level1
0,0,66.95,14.36,5.24,3.37,2.92,0.65,3.79,6.74,Level1
14,0.01,70.8,14.99,4.99,3.83,3.6,0.65,3.88,6.85,Level1
62,0.19,81.29,15.24,7.35,4.04,2.88,0.64,3.82,7.53,Level1
53,0.44,83.97,16.3,8.59,3.1,2.35,0.5,3.06,8.13,Level1
97,0.43,87.71,14.87,9.49,5.8,5.06,0.59,3.64,7.44,Level1
93,2.05,77.68,14.26,7.11,11.39,9.67,0.52,3.2,7.27,Level1
78,2.93,68.08,12.02,2.17,8.34,7.02,0.68,4.27,6.85,Level1
250,1.77,67.26,15.15,5.49,8.59,7.79,0.69,4.38,6.74,Level1
238,0.02,75.8,13.67,4.32,6.97,6.76,0.65,4.16,7.12,Level1
240,5.18,94.1,13.64,9.8,8.09,8.22,0.22,1.4,8.16,Level1
561,20.56,91.67,13.54,9.06,11.48,10.02,0.26,1.7,7.73,Level1
347,1.66,75.69,11.21,7.52,9.22,8.44,0.46,3.05,7.6,Level1
466,0.29,75.01,13.15,4.76,5.84,4.38,0.65,4.35,6.74,Level1
587,2.28,72.86,13.74,3.45,8.24,4.86,0.61,4.17,7.34,Level1
769,8.15,83.07,13.15,7.31,9,7.88,0.52,3.57,7.65,Level1
778,2.5,75.3,12.69,7.37,3.21,2.9,0.57,3.93,6.95,Level1
1247,0.35,66.18,14.19,4.77,4.83,4.98,0.63,4.46,6.65,Level1
1492,1.5,65.7,11.87,4.52,3.09,2.33,0.59,4.17,7.07,Level1
1797,0.01,67.64,14.64,4.14,3.77,4.09,0.63,4.51,7.07,Level1
977,0.09,65.63,16.79,7.29,3.84,2.79,0.65,4.72,6.97,Level1
2313,0.02,77.95,16.25,8.4,3.38,2.27,0.63,4.64,7.54,Level2
2651,0.02,81.28,16.12,9.76,3.13,1.54,0.45,3.36,8.33,Level2
2547,0.13,88.19,14.21,9.95,2.52,1.72,0.32,2.35,8.42,Level2
3497,0.05,71.97,16.78,7.51,5.41,3.72,0.64,4.81,7.26,Level2
2823,0,60.28,16.76,6.27,3.07,2.86,0.67,5.14,6.48,Level2
4000,0.01,66.35,16.96,8.32,3.42,2.83,0.42,3.2,7.31,Level2
3526,0.11,67.22,17.63,7.96,2.78,2.18,0.66,5.16,6.84,Level2
4207,0.15,63.83,18,9.17,3.61,2.92,0.67,5.26,6.58,Level2
5322,0,66.38,17.61,9.73,3.66,1.89,0.67,5.27,6.68,Level3
5986,0,64.03,16.85,8.57,3.12,1.85,0.47,3.74,7.34,Level3
6557,1.21,70.64,16.32,9.22,2.87,2.18,0.57,4.62,7.63,Level3
5560,0.5,59.96,10.84,1.04,9.64,8.52,0.59,4.77,6.83,Level3
4789,1.69,62.48,7.86,0.42,6.32,7.09,0.66,5.37,6.09,Level2
5249,5.41,65.63,10.58,0.73,4.89,4.85,0.59,4.85,6.84,Level3
5210,13.63,83.58,12.35,4.08,8.45,8.56,0.15,1.25,8.19,Level3
6153,2.81,81.47,12.84,7.36,5.02,4,0.42,3.52,7.92,Level3
