new_cases,PRECIPITATION,REL_HUMIDITY,MAX_TEMP,MIN_TEMP,MAX_WIND_SPEED,WIND_S50M,SOLAR1_INS_CLEAR_IND,SOLAR2_ALL_SKY_II,SOLAR3_DWN_THERM_IR,Level
5959,1.3,75.55,14.42,5.99,3.18,2.89,0.46,3.84,7.83,Level3
5974,0.77,77.7,15.19,8.78,3.36,1.58,0.61,5.21,7.7,Level3
5217,1.68,78.16,14.7,8.88,2.62,1.67,0.52,4.44,7.32,Level3
4050,4.3,79.41,14.36,5.37,5.57,3.39,0.6,5.17,7.37,Level2
4053,0.02,56.41,11.24,1.61,7.61,6.71,0.67,5.8,6.02,Level2
4782,0,60.75,12.46,2.25,3.19,2.86,0.57,4.96,6.99,Level2
4668,0,64.97,15.81,4.27,3.21,2.39,0.65,5.74,6.76,Level2
4585,0,59.66,16.93,4.67,4.61,5.19,0.66,5.86,6.53,Level2
4805,0,61.92,18.35,5.78,4.8,4.72,0.63,5.65,6.99,Level2
4316,0.04,61.16,18.91,8.89,3.06,2.55,0.64,5.76,7.18,Level2
3599,0,57.65,18.99,7.75,3.11,2.73,0.67,6.04,6.86,Level2
3039,0.02,60.91,18.6,8.64,4.03,2.79,0.65,5.97,6.86,Level2
3836,0,66.82,18.43,8.8,3.33,2.4,0.66,6.06,6.83,Level2
4204,0,59.96,20.03,9.53,3.89,2.45,0.68,6.32,6.61,Level2
3951,0.01,57.44,20.87,11.28,3.19,1.99,0.66,6.18,6.91,Level2
4694,0.02,59.76,20.1,11.2,3.76,2.93,0.65,6.09,7,Level2
4092,0.01,72.72,18.42,9.92,5.65,4.92,0.53,5.05,7.68,Level2
3153,19.07,79.52,16.34,8.47,6.26,4.65,0.3,2.85,8.2,Level2
2972,0,56.42,17.08,4.81,5.42,3.8,0.67,6.43,6.46,Level2
2667,0,58.77,17.46,8.27,3.77,2.48,0.63,6.06,7.03,Level2
3786,0.14,72.43,18.94,9.91,3.75,2,0.51,4.9,7.94,Level2
3493,0.05,79.94,18.94,10.92,3.21,1.8,0.46,4.46,8.29,Level2
3491,1.53,76.98,19.6,12.72,3.57,2.45,0.41,4.02,8.64,Level2
3047,22.23,88.94,17,12.94,5.57,5.68,0.44,4.39,8.26,Level2
2256,2.22,74.83,19.88,12.54,6.46,6.71,0.41,4.39,8.43,Level2
2729,10.42,84.73,17,12.48,6.18,5.36,0.49,4.06,8.61,Level2
3370,1.26,72.65,19.38,11.2,3.98,3.12,0.41,4.12,8.19,Level2
2646,0.01,72.47,19.42,10.73,4.97,2.6,0.42,4.38,8.08,Level2
3021,0,72.63,19.12,10.44,4.68,2.25,0.4,4.39,8.46,Level2
2357,0,68.21,19.42,10.5,3.63,2.08,0.4,4.22,8.02,Level2
2324,0.02,70.9,20.34,10.44,3.69,2.37,0.46,4.31,8.63,Level2
1739,2.4,87.22,18.19,11.1,6.61,5.54,0.43,4.31,8.48,Level1
2091,1.45,82.99,17.84,11.98,6.87,5.5,0.5,4,8.9,Level2
2086,0.06,76.23,19.32,10.4,5.49,3.38,0.46,4.35,8.38,Level2
1872,1.95,76.59,18.06,10.77,5.39,3.41,0.41,4.19,8.48,Level1
1965,1.78,74.84,18.98,10.36,5.21,4.32,0.43,4.21,8.18,Level1
0,0.01,72.97,14.05,12.84,4.01,2.76,0.37,1.36,8.15,Level1
0,0.01,70.94,14.8,13.77,3.75,3.6,0.46,1.7,8.23,Level1
0,0.01,74.23,14.55,13.68,5.2,4.44,0.31,1.15,8.4,Level1
0,0.01,75.85,14.52,13.8,8.12,7.78,0.62,2.33,6.98,Level1
0,0,71.46,14.04,13.36,10.2,8.87,0.64,2.41,7.01,Level1
0,0.06,70.96,14.3,13.5,3.4,2.43,0.35,1.33,8,Level1
0,0.04,72.27,14.65,13.56,5.21,3.76,0.59,2.28,7.24,Level1
0,0.01,77.7,14.97,13.91,7.48,6.26,0.58,2.25,7.29,Level1
0,0.02,75.43,14.62,13.55,4.78,3.94,0.61,2.37,6.88,Level1
0,5.19,79.2,13.91,13.02,12.2,8.82,0.31,1.22,7.73,Level1
0,0.08,76.91,13.25,12.12,11.71,10.58,0.53,2.09,7.26,Level1
0,0.01,75.75,13.68,12.32,7.15,5.87,0.63,2.52,6.84,Level1
0,0,72.16,13.73,12.6,7.72,5.68,0.63,2.52,6.73,Level1
0,0,74.33,14.68,13.41,8.22,8.35,0.61,2.47,7.06,Level1
0,0.01,74.02,14.56,13.17,6.72,5.69,0.51,2.09,7.42,Level1
0,0,78.15,14.63,13.52,6.2,4.23,0.62,2.55,7,Level1
0,0.01,79.99,15.65,13.15,9.38,8.3,0.62,2.56,7.11,Level1
0,0,72.21,14.31,12.57,5.98,3.99,0.59,2.48,7.27,Level1
0,20.24,83.8,13.71,12.13,17.69,12.57,0.11,0.48,8.26,Level1
0,20.57,85.51,14.92,12.34,17.33,16.25,0.1,0.42,8.28,Level1
0,22.9,83.82,15.51,14.94,16.78,17.46,0.08,0.36,8.15,Level1
0,1.92,89.19,15.25,14.38,10.54,10.93,0.35,1.54,8.31,Level1
0,4.06,83.3,15.06,13.77,7.72,4.66,0.61,2.68,7.41,Level1
0,4.01,86.69,14.65,13.52,3.59,2.99,0.62,2.74,7.04,Level1
0,1.32,85.98,14.73,13.08,6.38,5.71,0.49,2.21,7.84,Level1
0,0.24,87.57,14.55,13.14,4.55,3.42,0.54,2.44,7.65,Level1
0,0,76.77,14.99,13.08,9.58,8.04,0.57,2.62,7.24,Level1
0,0,86.17,15.87,14.11,8.84,7.8,0.56,2.6,7.3,Level1
0,0.04,89.07,14.89,14.18,5.33,4.11,0.59,2.78,7.43,Level1
0,0.02,93.12,15.69,14.21,5.2,5.35,0.49,2.35,7.87,Level1
0,0.02,89.46,15.46,14.17,3.86,2.49,0.53,2.53,7.81,Level1
1,0,87.48,15.57,14.15,4.73,3.99,0.44,2.14,7.72,Level1
0,0,84.5,16.14,14.77,6.02,6.53,0.6,2.96,7.52,Level1
0,0,87.97,16.7,14.59,6.75,5.94,0.57,2.85,7.4,Level1
0,0.02,83.31,15.91,12.64,15.5,10.13,0.55,2.77,7.61,Level1
0,0,68.05,13.94,11.49,14.22,13.14,0.65,3.32,6.48,Level1
0,0,63.71,13.82,12.56,8.23,4.92,0.65,3.34,6.4,Level1
0,0,65.6,14.11,12.66,5.59,4.77,0.55,2.83,7.26,Level1
0,0.05,69.52,14.53,13.45,3.99,2.28,0.54,2.82,7.72,Level1
0,0.04,78.29,14.94,13.26,7.23,4.28,0.63,3.32,7.12,Level1
1,0.01,88.39,15.96,14.07,8.67,8.8,0.63,3.4,7.35,Level1
0,0.14,90.27,15.84,14.46,5.75,3.29,0.59,3.21,7.81,Level1
0,1.95,73.51,14.36,13.93,6.46,4.7,0.31,1.69,8.45,Level1
0,0.11,82,15.38,14.2,5.77,4.63,0.62,3.41,7.69,Level1
0,0.17,78.36,14.45,13.66,7.23,4.73,0.5,2.79,7.76,Level1
0,0.01,82.15,15.06,13.5,4.85,3.92,0.55,3.12,7.96,Level1
0,0.05,88.67,14.58,13.38,7.07,6.19,0.22,1.27,8.79,Level1
0,0.09,89.81,15.17,13.47,10.53,7.01,0.31,1.77,8.73,Level1
0,0,73.07,13.63,12.34,11.91,9.05,0.36,2.12,7.91,Level1
0,0,68.75,13.65,12.39,6.25,4.95,0.61,3.61,7.11,Level1
0,0,71.32,14.22,12.69,3.51,2.26,0.59,3.54,7.19,Level1
0,0,79.72,14.6,13.11,6.34,4.86,0.67,4.05,6.83,Level1
0,0,78.18,14.78,13.52,4.53,3.25,0.66,4.04,7.03,Level1
0,0.01,79.5,15.69,13.67,4.52,3.41,0.69,4.22,6.8,Level1
0,0.01,82.03,16.13,13.89,6.07,5.99,0.7,4.33,6.67,Level1
1,0.03,83.73,15.65,13.64,5.67,2.74,0.46,2.86,7.3,Level1
4,0.27,76.29,14.78,13.12,5.67,5.22,0.67,4.23,7.18,Level1
5,0.04,75.76,15.52,12.09,9.41,7.9,0.61,3.89,7.53,Level1
13,0,76.63,15.27,13.82,7.77,5.26,0.67,4.34,7.18,Level1
9,0.06,84.49,16.1,14.02,8.99,9.74,0.64,4.18,7.48,Level1
32,0.24,83.52,16.26,14.78,9.43,8.48,0.66,4.4,7.33,Level1
17,5.1,76.28,16.63,13.5,17.2,15.13,0.49,3.27,7.76,Level1
31,0.04,70.49,16.81,12.33,17.72,13.67,0.37,2.5,7.49,Level1
37,0.02,76.53,14.97,12.35,13.23,6.46,0.44,3.05,7.8,Level1
49,0.07,85.49,16.27,14.22,9.19,9.24,0.59,4.08,7.92,Level1
61,3.96,70.79,14.67,11.9,11.3,8.12,0.45,3.16,7.48,Level1
113,0.93,67.6,13.09,11.24,14.26,13.22,0.68,4.81,6.62,Level1
56,0.01,73.74,14.21,11.94,8.91,5.3,0.66,4.72,7.16,Level1
159,0.89,74.81,14.46,12.95,13.57,7.93,0.36,2.58,7.69,Level1
615,0.01,75.5,14.62,12.44,14.14,8.98,0.32,2.33,8.31,Level1
435,0.01,82.48,15.67,13.82,4.88,3.15,0.66,4.89,7.67,Level1
501,0.12,88.4,16.28,13.94,4.13,4.01,0.66,4.92,7.84,Level1
864,0.52,83.91,14.83,13.94,9.79,8.3,0.63,4.76,8.05,Level1
1227,0.42,67.05,14.52,13.99,7.07,5.77,0.5,3.81,7.93,Level1
1522,0,73.79,15.44,13.67,6.96,4.72,0.67,5.12,7.29,Level1
2000,2.77,88.4,15.66,14.29,12.19,11.4,0.2,1.51,8.25,Level2
1438,1.67,91.98,15.17,14.61,9.29,9.78,0.3,2.35,8.25,Level1
1987,0.03,86.59,15.36,13.93,7.16,6.42,0.35,2.77,7.8,Level1
2538,0.02,80.3,15.15,13.49,5.5,4.13,0.64,5.09,7.05,Level2
3431,0.22,81.16,15.35,13.07,7.45,7.19,0.68,5.43,7.01,Level2
2833,6.79,87.74,15.61,14.32,7.05,6.24,0.57,4.59,7.86,Level2
4946,5.86,87.91,14.66,14.2,5.84,4.68,0.36,2.93,8.1,Level2
3646,3.02,82.85,15.61,14.22,9.85,7.06,0.66,5.39,7.55,Level2
4517,0.01,68.66,14.41,12.12,10.94,11.51,0.62,5.18,7.28,Level2
6584,0.67,62.9,12.27,10.37,10.03,7.15,0.6,5,7.1,Level3
7937,19.62,75.58,11.9,8.17,8.99,6.13,0.37,3.12,7.63,Level3
8578,0.76,74.04,13.13,11,7.81,7.6,0.52,4.43,7.48,Level3
7871,1.46,79.06,14.17,11.89,5.46,4.44,0.39,3.32,8.01,Level3
8189,0.22,77.86,15.57,13.77,5.28,3.72,0.54,4.67,7.79,Level3
6549,1.2,81.18,14.46,13.08,7.39,5.71,0.16,1.35,8.23,Level3
6398,0.94,83.69,15.13,13.54,11.41,11.51,0.21,1.85,8.33,Level3
9222,6.02,87.62,15.38,14.46,11.83,10.24,0.16,1.42,8.38,Level3
7719,6.09,88.69,15.34,13.03,9.6,6.92,0.22,1.91,8.32,Level3
8102,0.59,74.11,14.11,13.02,9.89,8.37,0.68,6.11,7.11,Level3
7472,0,72.82,15.28,13.41,5.54,3.99,0.7,6.29,6.57,Level3
7026,0,66.59,15.7,13.22,2.79,2.48,0.7,6.33,6.56,Level3
6023,0,61.55,16.17,14.24,3.33,2.09,0.68,6.23,6.92,Level3
4273,0,67.15,16.51,14.3,3.59,2.64,0.61,5.62,7.9,Level2
5478,0,77.63,16.89,14.96,3.2,2.47,0.57,5.26,8.16,Level3
6180,0,79.7,16.97,14.83,2.92,2.59,0.67,6.25,7.5,Level3
5756,0,77.91,17.34,15.02,2.57,2.5,0.7,6.51,6.91,Level3
4576,0,74.75,17.47,14.86,3.77,2.39,0.7,6.52,6.97,Level2
4830,0.03,75.69,17.82,15.6,6.49,6.16,0.64,6.04,8.01,Level2
4167,11.74,90.62,17.58,16.45,5.89,4.43,0.3,2.9,9.04,Level2
3477,0.15,83.53,17.17,14.98,7.06,4.24,0.61,5.83,8.26,Level2
7968,0,82.39,17.41,14.78,7.22,6.72,0.57,5.49,8.07,Level3
4040,0.11,84.04,17.59,15.99,5.56,3.7,0.44,4.28,8.61,Level2
4400,0.08,92.72,16.56,15.72,5.03,3.58,0.42,4.13,8.67,Level2
4104,6.98,93.69,18.02,15.8,5.64,4.45,0.36,3.37,8.92,Level2
1430,12.34,95.04,17.49,16.16,7.8,7.91,0.26,2.59,9.16,Level1
2585,10.76,93.17,16.56,15.35,6.92,6.39,0.33,3.96,8.97,Level2
3352,22,88.78,17.25,15.77,6.04,4.83,0.31,3.97,9,Level2
2627,2.93,86.25,16.75,15.74,9.88,7.49,0.38,3.94,8.99,Level2
3052,0.04,78.67,17.5,15.47,6.79,4.93,0.28,3.97,8.97,Level2
2767,0,76.93,17.75,15.73,3.66,1.79,0.21,3.91,8.92,Level2
2944,0.39,86.33,17.01,15.42,4.47,3.61,0.4,3.98,8.95,Level2
1729,0.65,86.94,17.53,16.31,3.38,2.46,0.32,3.92,8.94,Level1
1831,0.07,83.77,18.94,16.25,6.78,6.02,0.28,3.99,8.93,Level1
1308,0.6,80.94,18.71,17.14,7.13,6.43,0.26,3.9,8.91,Level1
2144,0.2,76.64,19.05,16.38,7.72,4.55,0.2,3.92,8.97,Level2
518,0.29,76.52,18.88,16.28,7.64,5.33,0.37,3.92,8.94,Level1
1781,0.34,76.41,18.65,16.12,7.05,4.51,0.3,3.95,8.99,Level1
0,0,62.51,2.25,-4.59,2.42,2.08,0.55,1.51,4.91,Level1
0,0.03,87.16,0.43,-7.32,3.3,3.14,0.61,1.67,4.98,Level1
0,0.66,75.48,3.24,-3.36,2.4,2.56,0.3,0.84,5.83,Level1
0,1.77,98.42,0.44,-5.24,3.12,3.05,0.47,1.29,5.56,Level1
0,0.05,78.06,0.06,-6.51,1.98,1.52,0.62,1.72,4.9,Level1
0,0,61.47,2.72,-4.18,2.06,1.96,0.64,1.79,4.94,Level1
0,0.16,87.97,0.72,-5.31,2.33,2.13,0.6,1.71,4.9,Level1
0,0,43.12,3.16,-5.17,2.14,1.87,0.58,1.67,5.26,Level1
0,0,53.24,3.54,-4.46,3.23,2.72,0.58,1.67,5.43,Level1
0,0.42,87.27,2.24,-4.83,2.85,2.69,0.59,1.71,5.18,Level1
0,0.16,84.67,0.99,-5.25,1.61,1.13,0.65,1.9,4.71,Level1
0,0,53.25,2.72,-6.28,2.48,1.71,0.68,2.01,4.88,Level1
0,0.01,66.95,0.08,-6.51,2.71,2.2,0.51,1.51,5.07,Level1
0,0.01,79.5,1.55,-6.8,3.83,3.75,0.64,1.93,5.16,Level1
0,0.05,82.79,2.39,-4.78,3.99,3.29,0.54,1.65,5.46,Level1
0,0.03,83.03,2.81,-4.46,2.87,2.27,0.65,2,4.86,Level1
0,4.27,89.55,2.81,-5.72,2.92,2.76,0.59,1.85,5.35,Level1
0,3.62,92.96,-1.82,-7.92,2.82,2.45,0.52,1.62,5.54,Level1
0,0.4,94.16,-4.27,-9.44,3.26,2.72,0.48,1.53,4.88,Level1
0,0.01,83.77,-3.69,-13.04,3.5,2.83,0.65,2.07,4.19,Level1
0,0,83.41,0.04,-11.42,3.66,3.51,0.63,2.04,5.09,Level1
0,0,67.7,1.97,-6.05,2.85,2.26,0.66,2.19,5.05,Level1
0,0.01,71.36,0.28,-6.88,4.02,3.45,0.65,2.18,4.92,Level1
0,0.02,78.61,2.44,-5.61,2.47,2.07,0.62,2.1,5.26,Level1
0,0.01,83.93,2.63,-5.09,1.93,1.72,0.58,1.99,5.65,Level1
0,0.36,89.48,2.9,-5.33,1.8,1.55,0.63,2.21,5.59,Level1
0,1.66,91.53,2.14,-4.37,2.92,2.52,0.56,1.97,5.7,Level1
0,12.65,91.22,0.54,-4.25,7.83,6.66,0.07,0.26,6.08,Level1
0,11.56,94.96,-0.88,-5.36,7.61,6.28,0.21,0.77,5.72,Level1
0,2.12,85.33,1.58,-7.3,3.01,3.26,0.52,1.94,5.65,Level1
0,1.47,93.17,4.56,0.58,3.04,3.09,0.57,2.14,5.83,Level1
0,2.25,93.36,4.44,-2.66,3.87,4.3,0.29,1.12,6.08,Level1
0,10.91,93.37,4.77,0.45,5.83,6.08,0.25,0.99,6.53,Level1
0,6.2,90.52,5.2,3.21,6.68,8.39,0.25,0.99,6.64,Level1
0,17.81,90.1,3.07,-5.3,9.37,9.13,0.19,0.76,6.15,Level1
0,3.43,90.32,-3.45,-10.7,5.77,4.8,0.52,2.1,4.95,Level1
0,0,59.31,0.29,-10.61,2.02,1.63,0.6,2.49,4.91,Level1
0,0,57.7,2.73,-5.98,2.17,1.39,0.66,2.78,4.71,Level1
0,0,75.58,2.48,-8.04,2.73,2.36,0.56,2.4,5.14,Level1
0,0.21,80.34,2.5,-6.56,6.46,4.78,0.65,2.81,5.37,Level1
0,4.06,86.62,3.85,0.96,10.66,11.99,0.29,1.28,6.38,Level1
0,9.03,90.94,2.21,-4.34,9.96,9.81,0.43,1.93,5.76,Level1
0,1.3,87.8,-1.27,-7.16,4.98,4.58,0.5,2.25,5.15,Level1
0,8.48,85.85,1.64,-7.79,6.29,5.14,0.56,2.56,5.31,Level1
0,5.81,92.39,1.23,-4.01,6.12,4.14,0.59,2.74,5.34,Level1
0,0,74.46,3.94,-4.02,3.06,3.02,0.65,3.04,5.45,Level1
0,0.04,76.21,5.04,-1.96,4.41,4.7,0.44,2.08,6.22,Level1
0,3.37,82.77,4.94,-0.87,3.84,3.4,0.43,2.06,6.49,Level1
0,1.29,87.7,0.82,-5.83,3.77,3.44,0.68,3.33,4.99,Level1
0,3.86,90.64,-0.06,-7.08,7.26,4.68,0.35,1.73,5.59,Level1
0,0.06,81.76,4.26,-7.11,4.09,2.81,0.6,3.03,5.29,Level1
0,1.38,77.19,1.35,-4.36,4.15,2.98,0.68,3.47,5.27,Level1
0,0.1,62.71,7.24,-2.09,2.35,2.17,0.69,3.54,5.47,Level1
0,0.14,68.6,7.78,0.09,4.65,5.45,0.52,2.72,6.41,Level1
0,0.54,85.42,7.96,0.56,3.79,3.98,0.71,3.79,5.79,Level1
0,2.16,82.96,4.57,-1.21,4.79,4.66,0.29,1.58,6.07,Level1
1,10.92,90.46,-0.56,-6.33,8.16,6.78,0.32,1.75,5.66,Level1
0,8.25,90.61,-0.02,-9.11,8.72,6.53,0.49,2.72,5.3,Level1
7,1.68,74.69,0.05,-8.2,6.73,3.69,0.66,3.68,5.25,Level1
4,6.35,83.98,1.9,-2.99,8.63,6.66,0.34,1.9,6.3,Level1
6,2.53,85.36,3.71,-4.14,5.06,4.1,0.53,3.01,5.81,Level1
6,12.81,88.34,1.42,-5.95,5.73,4.66,0.12,0.72,5.88,Level1
6,6.19,88.53,-2.02,-6.68,5.61,3.65,0.38,2.25,5.63,Level1
7,0.7,81.06,0.31,-8.21,2.15,1.94,0.47,2.82,5.22,Level1
20,8.73,88.37,1.1,-4,6.52,5.49,0.13,0.8,6.48,Level1
30,4.58,90.4,-0.66,-5.45,5.49,5.24,0.38,2.35,5.86,Level1
122,2.01,91.3,-1.02,-6.96,3.63,2.82,0.43,2.66,5.34,Level1
55,0.02,71.81,3.48,-9.97,1.86,1.96,0.52,3.29,5.29,Level1
68,7.13,91.47,0.12,-6.33,3.79,2.82,0.29,1.84,6.05,Level1
42,12.02,94.08,2.61,-6.36,3.31,3.42,0.19,1.2,6.17,Level1
116,1.1,90.86,6.55,1.54,2.96,3.19,0.48,3.17,6.19,Level1
152,1.78,89.61,8.05,1.15,3.83,3.82,0.47,3.11,6.21,Level1
212,2.19,87.15,3.56,-2.81,3.86,3.1,0.42,2.83,6.14,Level1
267,1.25,85.38,2.39,-3.26,2.55,1.27,0.3,2.05,6.23,Level1
238,0.2,84.21,5.16,-5.83,4.61,4.09,0.37,2.52,5.76,Level1
841,0.06,77.88,6.64,-4.2,4.12,3.26,0.58,4.01,5.57,Level1
0,0.02,80.79,7.78,-0.11,1.6,1.29,0.61,4.32,5.62,Level1
450,0.01,79.84,8.83,0.34,2.16,1.25,0.67,4.79,5.53,Level1
360,0.02,78.36,8.97,-0.38,2.35,1.96,0.63,4.55,5.49,Level1
878,4.47,88.04,4.72,0.68,2.67,2.46,0.52,3.78,6.26,Level1
952,0.57,88.69,6.26,1.25,2.36,1.54,0.61,4.47,6.12,Level1
1237,0.66,89.17,4.88,-4.22,3.75,2.66,0.29,2.17,6.74,Level1
894,0.04,80.12,2.74,-6.34,3.46,2.75,0.45,3.39,5.53,Level1
1044,0,68.71,1.01,-8.18,3.55,2.47,0.67,5.05,4.62,Level1
774,0.31,77.33,0.91,-7.58,3.01,2.15,0.41,3.11,5.39,Level1
925,0.17,79.39,1.57,-8.86,3.37,2.68,0.49,3.76,5.85,Level1
1000,0.14,85.63,6.46,-5.02,2.34,1.99,0.53,4.11,6.14,Level1
1390,0.35,86.59,6.48,-1.41,2.13,1.84,0.61,4.77,6.02,Level1
1048,4.07,90.55,3.61,-2.52,4.21,2.56,0.37,2.97,6.52,Level1
1122,3.96,88.51,-0.24,-6.42,4.26,4.21,0.2,1.61,6.49,Level1
1138,0.16,80.85,0.19,-10.4,3.62,3.14,0.42,3.41,5.47,Level1
696,0.12,76.75,2.45,-11.31,3.1,1.9,0.44,3.63,5.13,Level1
962,1.51,84.24,4.41,-5.12,2.33,1.83,0.57,4.73,5.24,Level1
1124,0.24,82.02,4.6,-3.54,2.27,1.52,0.56,4.64,5.46,Level1
1033,0.02,77.79,6.6,-4.73,2.54,1.57,0.6,5.02,5.23,Level1
974,0.08,78.94,7.42,-3.15,3.65,3.49,0.6,5.1,5.41,Level1
821,0,74.74,8.28,-3.29,3.56,3.16,0.61,5.22,5.31,Level1
552,0,70.06,9.56,0.51,2.86,2.16,0.65,5.57,5.59,Level1
590,0,68.7,9.5,-0.62,2.98,1.76,0.62,5.38,5.63,Level1
546,0.03,64.41,9.94,3.34,1.72,1.5,0.64,5.57,5.84,Level1
785,0,67.18,10.67,2.6,1.7,1.21,0.63,5.58,5.87,Level1
733,0,61.48,10.77,3.82,1.39,0.9,0.64,5.71,5.93,Level1
592,1.97,64.45,10.6,4.38,1.65,1.68,0.59,5.33,6.4,Level1
400,5.97,78.33,9.11,3.41,3.14,1.52,0.65,5.91,6.58,Level1
279,0.51,76.1,4.77,-4.53,4.23,3.23,0.64,5.84,5.64,Level1
254,0.19,73.43,10.73,-5.75,3.33,2.4,0.64,5.83,5.67,Level1
583,0,63.42,11.98,0.59,2.64,1.38,0.57,5.28,6.25,Level1
315,0.03,61.73,14.09,6.45,1.46,0.86,0.64,5.94,6.5,Level1
346,2.18,76.02,12.31,6.69,2.09,1.25,0.54,4.99,6.79,Level1
325,1.9,85.96,12.56,5.44,2.42,1.85,0.43,4.04,7.08,Level1
336,5,85.37,12.02,4.42,2.75,2.74,0.48,4.22,6.77,Level1
168,1.77,82.4,10.6,3.55,3.81,3.24,0.47,4.42,6.71,Level1
155,0.03,65.18,11.4,-0.9,4.54,3.64,0.49,4.6,6.71,Level1
205,0.02,65.54,12.66,1.64,2.43,1.78,0.46,4.25,6.72,Level1
228,0.98,74.81,12.34,4.93,2.9,2.36,0.44,4.6,6.75,Level1
181,4.34,80.93,11.83,5.97,2.31,1.9,0.42,4.38,6.72,Level1
216,6.93,83.1,9.94,5.04,1.96,1.24,0.44,4.12,6.79,Level1
167,1.63,76.51,12,4.28,1.9,1.71,0.5,4.92,6.77,Level1
103,34.43,90.94,7.86,2.28,1.93,1.26,0.49,4.56,6.72,Level1
100,5.38,82.63,7.9,0.79,3.43,2.62,0.45,4.32,6.7,Level1
143,17.34,87.25,7.57,1.38,2.89,2.9,0.47,4.77,6.73,Level1
179,1.69,80.82,7.87,1.35,2.94,0.2,0.4,4.35,6.77,Level1
119,0.68,83.52,7.82,1.32,1.06,0.26,0.43,4.6,6.79,Level1
1,0.06,70.48,13.83,4.54,5.18,4,0.43,3.32,7.42,Level1
1,0.71,79.23,12.75,4.65,7.38,7.79,0.14,1.06,7.6,Level1
16,6.98,77.87,7.5,-4.54,5.55,7.66,0.18,1.41,7.54,Level1
29,4.62,73.53,-1.47,-7.38,10.45,11.51,0.13,1.04,6.4,Level1
51,3.34,78.01,-0.24,-7.27,9.01,9.84,0.1,0.79,6.39,Level1
93,4.43,79.07,1.14,-6.51,3.86,3.89,0.21,1.75,6.29,Level1
