new_cases,PRECIPITATION,REL_HUMIDITY,MAX_TEMP,MIN_TEMP,MAX_WIND_SPEED,WIND_S50M,SOLAR1_INS_CLEAR_IND,SOLAR2_ALL_SKY_II,SOLAR3_DWN_THERM_IR,Level
168,7.5,88.2,1.29,-5.81,7.15,7.59,0.21,1.75,6.32,Level1
311,0.03,75.83,6.56,-7.12,3.78,3.54,0.33,2.78,6.07,Level1
277,0,56.7,11.1,-2.68,1.61,3,0.68,5.74,5.91,Level1
289,0,54.04,14.29,-0.42,3.18,3.46,0.73,6.13,6.1,Level1
293,5.62,66.08,13.67,0.46,3.01,3.88,0.63,5.34,6.82,Level1
343,0.51,75.25,12.19,1.78,3.14,3.6,0.36,3.1,6.93,Level1
561,0.01,67.25,15.37,0.52,3.31,4.09,0.71,6.13,6.31,Level1
1196,1.33,75.78,12.38,2.78,4.8,5.09,0.44,3.82,7.37,Level1
2069,5.69,77.81,12.14,3.69,4.14,4.87,0.41,3.58,7.22,Level2
1704,7.84,80.55,8.13,0.62,5.21,5.84,0.22,1.9,6.98,Level1
1815,1.06,72.78,9.57,0.38,3.9,4.73,0.26,2.3,6.73,Level1
1610,0.81,73.17,11.43,-1.82,3.63,4.07,0.64,5.68,6.6,Level1
2704,16.41,88.83,8.13,1.02,3.35,4.85,0.34,3.05,7.13,Level2
2148,2.01,78.53,11.65,0.1,3.63,4.21,0.61,5.53,6.66,Level2
2456,10.78,84.95,6.08,-2.03,6.05,7.82,0.18,1.67,6.81,Level2
2786,0.01,66.2,12.98,-2.09,2.32,3.3,0.67,6.13,6.48,Level2
3013,1.11,70.03,14.97,4.63,8.81,9.35,0.28,2.57,7.32,Level2
3135,0.1,69.56,15.54,2.16,4.66,6.11,0.61,5.67,6.56,Level2
3148,0.1,74.81,13.58,-0.13,6.72,6.72,0.62,5.76,6.63,Level2
3892,5.74,77.43,13.34,-0.78,4.84,4.94,0.46,4.33,7.06,Level2
4117,10.63,81.37,10.92,3.2,2.36,2.08,0.43,4.1,7.18,Level2
4056,1.69,80.53,10.76,-1.43,4.77,5.57,0.38,3.65,6.82,Level2
4747,0,63.88,11.02,-2.65,4.14,6.22,0.72,6.87,5.29,Level2
5138,0,65.91,11.22,-1.52,3.96,4.9,0.7,6.67,5.61,Level3
4789,0,48.1,13.66,-1.61,1.74,2.23,0.73,7.05,5.23,Level2
4093,0,51.55,16.28,2.05,3.68,4.09,0.71,6.86,5.9,Level2
4062,1.88,70.88,14.35,3.67,5.89,6.08,0.36,3.5,7.18,Level2
4281,0.75,74.32,13.73,2.57,4.14,4.77,0.55,5.43,7.19,Level2
4801,0.04,65.12,17.35,2.09,2.31,3.03,0.69,6.85,6.42,Level2
4353,0.24,62.11,18.65,6.16,3.94,4.99,0.68,6.73,6.95,Level2
3783,0,54.61,18.79,7.69,2.52,4.01,0.66,6.61,6.94,Level2
3977,0.52,59.66,19.79,8.09,3.15,4.04,0.62,6.83,6.93,Level2
4674,9.69,82.07,14.72,7.06,1.99,3.22,0.6,6.96,6.93,Level2
4611,6.17,80.54,14.26,1.85,3.62,4.89,0.63,6.83,6.95,Level2
3083,0.08,70.61,10.87,-1.93,5.04,5.16,0.64,6.86,6.93,Level2
3116,0.01,58.57,12.99,-3.13,3.57,3.48,0.6,6.79,6.91,Level2
3122,0.1,54,13.74,2.85,2.86,4.27,0.63,6.75,6.91,Level2
2861,0,54.46,14.58,-0.48,5.51,6.1,0.64,6.81,6.9,Level2
2357,0.07,54.83,16.99,4.13,3.04,3.83,0.62,6.84,6.92,Level2
2131,0.26,62.93,15.74,4.71,2.05,2.89,0.64,7,6.95,Level2
2392,1.14,61.85,16.75,6.37,2.73,3.63,0.64,6.84,6.93,Level2
2936,13.84,81.71,14.12,5.64,4.09,6.03,0.6,6.91,6.94,Level2
2615,10.85,72.57,15.17,6.64,2.75,3.72,0.66,6.73,6.9,Level2
2188,4.68,63.9,15.01,6.43,4.03,6.02,0.64,6.91,6.94,Level2
0,0,88.31,7.39,6.63,10.45,9.74,0.15,0.19,7.92,Level1
0,1.58,89.9,8.42,6.62,14.87,15.89,0.17,0.21,7.76,Level1
0,2.3,81.07,8.73,7.6,13.04,12.54,0.24,0.31,7.1,Level1
0,1.62,83.12,8.22,7.43,14.35,10.67,0.33,0.42,7.27,Level1
0,1.11,91.63,8.43,7.97,10.81,11.4,0.11,0.15,7.47,Level1
0,0.77,88.19,8.72,7.33,13.66,13.7,0.09,0.12,7.82,Level1
0,4.57,89.57,9.45,7.8,16.68,14.46,0.05,0.07,7.58,Level1
0,0.04,84.16,9.87,7.83,14.6,11.42,0.33,0.46,7.03,Level1
0,12.1,92.04,8.73,5.39,11.13,8.28,0.2,0.28,7.65,Level1
0,0.24,79.5,7.32,6.74,12.52,9.33,0.43,0.62,6.6,Level1
0,3.69,88.35,8.87,7.43,16.79,18.47,0.18,0.26,7.63,Level1
0,2.28,89.12,8.39,7.34,10.37,9.15,0.23,0.33,6.9,Level1
0,6.89,88.45,8.87,6.81,19.29,14.39,0.29,0.44,7.17,Level1
0,9.97,89.73,10.12,7.67,16.82,15.44,0.18,0.28,7.3,Level1
0,1.15,84.98,8.17,7.43,14.69,13.76,0.16,0.25,6.97,Level1
0,2.47,90.09,8.91,7.55,16.84,14.74,0.42,0.67,6.86,Level1
0,4.68,93.12,8.83,6.77,14.09,10.84,0.17,0.27,7.63,Level1
0,1.8,79.81,7.64,6.73,11.77,12.95,0.4,0.67,6.7,Level1
0,0.08,80.93,7.76,7.12,10.85,9.33,0.42,0.72,6.73,Level1
0,0.01,88.56,7.68,7.51,8.89,9.22,0.42,0.74,7.17,Level1
0,0.22,93.78,7.7,7.36,7.9,8.37,0.36,0.65,7.52,Level1
0,0.56,97.63,7.47,6.97,6.1,4.21,0.4,0.73,7.45,Level1
0,0.62,97.24,7.64,6.57,8.17,8.23,0.2,0.39,7.76,Level1
0,0.51,94.52,7.82,7.1,7.48,7.32,0.19,0.37,7.71,Level1
0,0.39,91.85,7.54,7.16,10.44,9.4,0.12,0.24,8.1,Level1
0,6.29,94.09,7.49,6.86,12.53,12.95,0.18,0.36,7.78,Level1
0,1.37,86.58,7.52,6.42,11.03,8.67,0.47,0.97,6.93,Level1
0,2.85,85.19,6.4,5.05,13.29,8.88,0.36,0.75,6.97,Level1
0,10.39,85.39,8.23,5.81,16.51,14.71,0.44,0.95,7.12,Level1
0,1.98,89.66,9.38,7.23,15.46,15.83,0.15,0.33,7.31,Level1
2,7.54,91.59,8.8,7.37,14.15,13.79,0.16,0.36,7.39,Level1
0,0.71,86.04,8.72,7.3,15.48,15.98,0.41,0.95,6.89,Level1
0,3.05,81.89,8.1,5.36,9.41,6.34,0.19,0.44,7.14,Level1
0,0.53,84.98,8.06,6.66,13.9,14.39,0.49,1.19,6.65,Level1
0,1.48,79.98,7.56,6.11,13.71,11.96,0.44,1.07,6.65,Level1
0,0.04,81.97,7.24,6.36,8.84,7.15,0.37,0.93,6.82,Level1
0,0.22,83.6,7.17,6.78,6.34,4.28,0.39,1.01,7.57,Level1
1,0.03,83.69,7.62,6.4,13.32,10.56,0.22,0.58,7.53,Level1
0,0.23,88.62,8.14,7.12,16.8,13.32,0.25,0.68,7.17,Level1
1,22.74,87.17,9.94,7.09,23.54,23.53,0.12,0.32,7.56,Level1
0,1.85,75.76,7.83,5.53,17.26,19.18,0.41,1.14,7.09,Level1
4,3.2,78.2,6.68,5.38,19.03,20.48,0.3,0.86,7.22,Level1
0,2.6,74.7,6.16,5.31,19.59,18.54,0.31,0.92,6.95,Level1
1,7.74,83.69,6.84,5.37,11.7,9.51,0.12,0.36,7.02,Level1
0,0.86,83.94,8.07,6.87,14.55,10.31,0.25,0.79,7.29,Level1
0,11.74,94.12,10.07,7.24,22.86,17.15,0.07,0.21,7.64,Level1
0,6.49,88.12,9.2,7.45,18.63,19,0.15,0.49,7.11,Level1
0,0.2,79.69,7.96,6.71,20.59,19.69,0.56,1.84,6.56,Level1
0,3.35,84.1,7.24,5.59,15.7,15.99,0.36,1.22,7.2,Level1
0,3.55,83.05,6.97,5.72,13.65,13.44,0.57,1.99,6.75,Level1
0,9.31,87.87,7.9,6.29,16.51,16.55,0.2,0.71,7.38,Level1
0,2.82,86.57,8.23,6.61,17.21,17.98,0.12,0.43,7.25,Level1
0,3.35,78.85,8.97,6.76,18.75,21.01,0.5,1.86,6.88,Level1
0,6.22,83.62,7.41,5,15.09,13.7,0.32,1.22,6.98,Level1
4,9.85,84.9,8.16,4.28,18.04,11.31,0.12,0.45,7.35,Level1
0,3.11,83.56,5.86,4.51,17.96,10.87,0.38,1.48,7.02,Level1
0,1.99,83.2,5.76,4.55,8.95,7.47,0.43,1.74,6.66,Level1
0,6.4,82.55,6.5,4.19,10.78,9.95,0.3,1.22,6.71,Level1
3,7.34,82.63,7.89,4.21,15.8,12.58,0.29,1.21,6.82,Level1
2,9.62,86.71,7.87,5.6,16.76,15.72,0.16,0.66,7.45,Level1
5,0.71,78.71,7.14,6.17,17.18,17.97,0.32,1.37,6.79,Level1
13,0.25,78.85,6.43,5.84,10.63,7.32,0.57,2.49,6.3,Level1
4,0.79,83.47,6.82,4.93,6.97,6.54,0.54,2.41,6.39,Level1
11,0.46,82.85,6.94,5.8,7.19,5.16,0.52,2.36,6.47,Level1
34,0.05,74.71,5.72,5.26,7.14,4.62,0.61,2.82,6.22,Level1
30,0.16,78.06,6.15,5.67,7.45,5.87,0.51,2.41,6.37,Level1
48,0.09,86.54,7.84,5.78,13.57,10.69,0.39,1.87,7.16,Level1
43,5.38,91.8,7.86,7.15,15.71,13.69,0.47,2.31,7.06,Level1
67,3.56,91.67,7.26,5.26,14.73,9.05,0.6,3,6.59,Level1
48,1.78,91.22,8.65,5.59,13.65,13.96,0.2,1.04,7.18,Level1
52,1.67,87.06,7.96,7,15.4,13.56,0.63,3.23,6.34,Level1
83,1.77,79.97,7.8,5.19,17.54,17.76,0.49,2.57,7.06,Level1
134,0.76,74.43,6.87,4.92,12.49,9.12,0.47,2.49,6.85,Level1
117,1.62,83.6,7.6,4.97,13.79,12.28,0.34,1.84,7.31,Level1
433,2.62,92.46,7.83,7.3,14.83,14.38,0.3,1.69,7.29,Level1
251,0.02,85.17,7.28,6.66,11.13,8.06,0.63,3.54,6.27,Level1
152,1.01,92.19,8.58,7.24,16.25,12.78,0.57,3.26,7.29,Level1
407,3.23,91.46,8.64,6.87,16.45,9.16,0.31,1.79,7.42,Level1
680,0.01,81.61,7.07,6.48,6.27,5.02,0.54,3.16,6.57,Level1
647,0.2,79.38,6.68,5.96,7.79,7.45,0.64,3.81,6.01,Level1
706,0,67.93,6.14,5.43,10.68,9.87,0.66,4.02,5.49,Level1
1035,0,69.02,6.57,5.37,10.52,10.47,0.62,3.83,5.9,Level1
665,0,70.7,7.44,6.1,12.16,12.57,0.62,3.88,6.22,Level1
967,0,74.53,7.41,6.77,12.92,13.84,0.52,3.32,6.44,Level1
1427,0,78.21,7.5,6.83,11.24,9.51,0.65,4.19,6.03,Level1
1452,0,77.17,7.56,6.24,4.89,4.21,0.68,4.43,5.51,Level1
2129,0,76.27,6.97,5.64,7.55,5.91,0.67,4.44,5.87,Level2
2885,0.06,79.8,6.98,5.15,15.8,12.86,0.42,2.83,6.51,Level2
2546,0.37,67.51,6.22,4.68,15.51,12.28,0.58,3.95,6.43,Level2
2433,0.29,80.95,6.77,5.9,9.67,9.64,0.59,4.08,6.88,Level2
2619,0.5,77.14,6.48,5.57,7.89,5.33,0.51,3.53,7.27,Level2
3009,0.91,86.3,7.16,6.51,8.7,9.28,0.25,1.79,7.65,Level2
4324,0.2,82.18,7.47,6.13,13.43,13.36,0.46,3.26,6.57,Level2
4244,0.25,75.3,6.96,5.44,10.9,9.08,0.6,4.34,6.46,Level2
4450,0.01,90.15,7.83,7.01,8.99,9.26,0.55,3.99,7.1,Level2
3735,0,83.67,9.59,7.57,11.36,11.85,0.66,4.9,6.09,Level2
5903,0.61,87.4,9.11,8.35,10.7,10.6,0.37,2.77,6.94,Level3
3802,0,88.11,8.44,7.97,7.04,6.24,0.65,4.93,6.27,Level2
3634,0.01,87.37,9.13,7.69,7.55,6.59,0.64,4.88,6.88,Level2
5491,0.08,81.96,7.99,7.09,6.69,5.49,0.63,4.9,6.85,Level3
4344,0.01,84.33,7.95,6.95,7.59,5.81,0.39,3.05,7.64,Level2
5195,5.44,91.49,8.81,7.9,10.12,10.24,0.36,2.87,7.58,Level3
8719,0.03,87.75,8.96,6.27,12.85,7.61,0.47,3.8,7.14,Level3
5288,0.1,69.55,6.04,5.61,13.02,12.17,0.46,3.75,7.15,Level3
4342,0.12,76.17,7.63,5.81,8.5,8.09,0.51,4.23,7.3,Level3
5252,0,93.08,7.81,7.68,8.63,7.72,0.67,5.54,6.27,Level3
4603,0.03,86.67,7.87,7.14,6.24,5.37,0.4,3.38,7.02,Level2
4617,0,74.91,7.08,6.24,6.84,6.48,0.53,4.52,6.71,Level2
5599,0,85.01,8.21,7.23,6.8,6.76,0.61,5.18,6.31,Level3
5525,0,82.61,8.61,7.78,7.6,8.3,0.68,5.84,5.9,Level3
5850,0,82.78,8.52,8.04,8.72,8.96,0.6,5.59,6.05,Level3
4676,0,85.21,9.25,8.44,9.93,11.08,0.57,5.66,6.19,Level2
4301,0,85.45,9.14,8.55,9.33,9.58,0.53,5.83,6.08,Level2
4451,0,88.66,8.95,8.49,5.98,5.43,0.59,5.21,6.28,Level2
4583,0.02,89.23,8.34,7.82,7.41,7.3,0.57,5.83,6.28,Level2
5386,0.01,77.54,7.92,7.66,5.92,4.09,0.57,5.47,6.19,Level3
4913,2.22,88.25,8.65,7.62,8.27,5.93,0.57,5.6,6.21,Level2
4463,3.83,87.14,8.7,7.1,4.76,3.31,0.59,5.9,6.11,Level2
4309,0.01,74.44,8.51,7.77,4.77,3.38,0.56,5.43,6.23,Level2
3996,1.29,79.8,8.35,7.77,6.75,4.29,0.54,5.75,6.3,Level2
4076,7.24,90.31,9.28,7.58,9.2,8.26,0.53,5.38,5.93,Level2
6032,5.25,76.56,8.32,7.13,8,5.47,0.57,5.35,5.9,Level3
6201,6.02,77.58,8.76,7.14,8.34,4.46,0.57,5.27,6.03,Level3
0,0,24.31,-2.63,-11.85,5.67,3.45,0.57,2.75,4.48,Level1
0,0,25.02,-2.34,-13.19,3.55,2.25,0.6,2.58,4.66,Level1
0,0.02,25.51,-1.5,-14.18,4.73,4.49,0.77,3.3,4.21,Level1
0,0.1,28.51,-0.91,-13.85,5.29,4.35,0.49,2.1,5.06,Level1
0,0.23,34.12,-5,-12.95,4.75,3.14,0.68,2.93,4.64,Level1
0,0.52,37.93,-5.15,-14.05,4.5,2.7,0.53,2.31,4.29,Level1
0,0.08,27.59,-3.2,-15.68,6.51,6.25,0.55,2.42,4.58,Level1
0,0,31.22,-2.74,-14.33,3.79,3.01,0.7,3.09,4.49,Level1
0,0.89,39.35,-3.46,-13.12,2.86,2.64,0.67,2.97,4.71,Level1
0,1.97,50.71,-7.78,-15.95,7.79,5.99,0.51,2.28,4.37,Level1
0,0.01,29,-4.73,-16.93,6.88,4.03,0.63,2.81,4.33,Level1
0,0,31.76,-3.89,-16.32,7.39,5.21,0.67,3.02,4.85,Level1
0,0,37.26,-0.51,-11.2,4.65,3.43,0.64,2.92,5.01,Level1
0,0,39.87,2.26,-9.83,4.6,3.65,0.69,3.15,5.2,Level1
0,1.75,44.53,-0.59,-11.9,7.06,4.04,0.37,1.71,4.99,Level1
0,0.26,40.83,-1.82,-15.02,3.65,3.51,0.64,2.95,4.12,Level1
0,0,35.73,-1.31,-13.5,4.7,5.07,0.66,3.07,4.35,Level1
0,0.04,51.07,-7.58,-16.58,7.42,5.69,0.68,3.23,4.26,Level1
0,0.01,45.82,-5.78,-17.49,3.31,3.05,0.68,3.23,4.34,Level1
0,0,45.75,-5.99,-18.01,4.47,3.53,0.71,3.42,4.15,Level1
1,0,37.05,-5.01,-16.24,4.62,3.94,0.68,3.29,4.13,Level1
0,0,29.9,-4.23,-15.88,5.11,4.34,0.65,3.18,4.35,Level1
0,0,29.1,-3.75,-14.49,4.86,4.21,0.69,3.41,4.16,Level1
0,0,34.82,-5.72,-16.1,3.79,2.89,0.61,3.01,4.38,Level1
1,0,30.29,-5.14,-17.2,3.88,3.15,0.7,3.52,3.95,Level1
0,0,30.56,-4.3,-16.08,3.98,3.62,0.72,3.66,4.15,Level1
3,0,36.51,-3.71,-14.17,5.84,3.93,0.57,2.91,4.51,Level1
0,0,43.74,-4.4,-15.1,5.82,3.63,0.67,3.44,4.31,Level1
0,0,31.41,-2.51,-16.8,3.98,3.24,0.75,3.92,4.06,Level1
0,0,25.95,-1.4,-16.05,4.71,4.69,0.74,3.87,4.21,Level1
1,0,34.27,-5.16,-13.25,5.12,2.9,0.73,3.87,4.57,Level1
1,0,39.93,-5.61,-15.54,7.19,4.22,0.62,3.29,4.4,Level1
1,0,26.05,-5.7,-17.44,4.92,3.42,0.71,3.85,3.76,Level1
3,0,21.87,-3.63,-17.55,5.5,4.34,0.75,4.09,4.1,Level1
0,0,20.66,-0.98,-16.75,3.86,3.17,0.74,4.06,4.39,Level1
0,0,23.79,-1.26,-11.12,3.09,2.54,0.71,3.95,4.76,Level1
1,0,22.5,-1.37,-11.21,3.51,2.62,0.76,4.28,4.27,Level1
0,0,25.07,-2.02,-11.59,4.96,3.55,0.7,3.98,4.56,Level1
0,0,26.49,-2.94,-12.09,4.42,3.12,0.75,4.31,4.39,Level1
0,0,26.21,-2.88,-13.55,4,2.66,0.76,4.41,4.29,Level1
0,0,23.37,-0.24,-15.49,4.12,3.64,0.78,4.52,4.29,Level1
1,0,18.44,1.85,-13.63,4.6,3.24,0.77,4.53,4.48,Level1
0,0,20.94,4.2,-10.85,5.67,5.11,0.78,4.61,4.79,Level1
1,0,32.45,0.83,-9.87,11.6,7.99,0.72,4.35,4.75,Level1
1,0,16.58,-0.12,-15.09,8.66,6.75,0.8,4.84,3.97,Level1
0,0,24,-2.54,-15.9,6.01,3.68,0.75,4.59,4.54,Level1
0,0,29.96,-0.35,-13.22,5.52,3.92,0.78,4.8,4.48,Level1
0,0,24.83,-0.98,-11.59,7.51,4.28,0.76,4.75,4.51,Level1
0,0,19.82,-0.42,-13.47,6.1,4.53,0.73,4.6,4.57,Level1
0,0.03,22,2.75,-10.77,9.29,8.34,0.72,4.57,5.43,Level1
0,0.07,40.98,-4.87,-14.27,10.54,8.09,0.74,4.72,4.54,Level1
1,0,27.23,2.03,-13.14,6.06,3.44,0.78,5.04,4.39,Level1
19,0,17.75,5.85,-10.38,4.77,3.87,0.82,5.32,4.56,Level1
0,0,21.47,6.29,-6.96,5.65,6.76,0.8,5.26,5.01,Level1
0,0,17.97,4,-7.72,4.23,3.4,0.82,5.43,4.69,Level1
18,0,15.53,6.24,-8.2,5.27,4.33,0.81,5.43,4.85,Level1
0,0,24.58,4.55,-4.79,6.19,5.37,0.78,5.31,5.31,Level1
6,0.01,27.28,2.58,-6.3,7.2,4.98,0.8,5.51,4.6,Level1
1,0,14.5,7.82,-6.54,7.35,5.26,0.81,5.64,4.75,Level1
6,0,36.56,5.32,-6.38,9.81,7.41,0.78,5.49,5.34,Level1
3,0,41.38,1.93,-6.55,8.62,6.21,0.66,4.69,5.8,Level1
20,0.02,29.33,1.74,-7.44,7.04,5.69,0.73,5.23,5.23,Level1
14,0.03,27.95,0.59,-8.64,4.83,4.18,0.79,5.72,4.62,Level1
22,0.02,18.56,3.89,-10.15,5.75,4.14,0.8,5.84,4.46,Level1
34,0,18.05,4.27,-6.07,8.96,5.14,0.77,5.64,4.73,Level1
74,0,22.35,4.81,-7.68,3.75,2.91,0.8,5.95,4.69,Level1
105,0.01,19.94,9.54,-5.01,5.8,4.74,0.52,3.91,5.91,Level1
95,0.58,38,1.54,-8.78,10.9,10.18,0.75,5.63,5.18,Level1
121,0.03,21.56,-0.54,-12.25,7.9,6.95,0.81,6.22,4.05,Level1
200,0.02,12.86,0.98,-11.73,3.89,2.64,0.8,6.15,4.53,Level1
271,0,18.43,3.32,-6.38,9.96,6.23,0.79,6.14,5.26,Level1
287,0,24.08,-0.1,-10.12,13.67,9.11,0.7,5.45,4.75,Level1
351,0,11.29,4.06,-10.94,2.75,2.3,0.79,6.25,4.25,Level1
511,0,12.12,8.88,-7.02,5.41,4.66,0.67,5.35,5.25,Level1
777,0.13,32.16,2.59,-5.7,8.2,5.07,0.39,3.13,5.76,Level1
823,0.01,29.17,3.7,-7.13,6.28,4.21,0.8,6.47,4.7,Level1
887,0.01,24.17,4.55,-5.67,4.96,3.56,0.74,6.07,5.21,Level1
1766,0,17.4,6.26,-7.3,6.11,5.01,0.8,6.62,4.72,Level1
2988,0,15.22,7.04,-4.56,5.68,3.83,0.8,6.62,5,Level2
4835,0,19.45,5.61,-2.98,8.19,5.52,0.52,4.35,5.81,Level2
5374,0,18.32,8.4,-3.5,3.89,2.64,0.76,6.38,4.98,Level3
7123,0,15.66,9.01,-3.69,8.56,5.58,0.81,6.87,4.88,Level3
8459,0,20.62,8.77,-4.86,7.78,4.49,0.7,6,5.77,Level3
11236,0,20.53,11.4,-4.91,5.53,4.58,0.79,6.77,5.2,Level4
8789,0.01,22.23,12.72,-1.26,9.35,5.7,0.61,5.28,6.2,Level3
13963,0,33.83,10.1,-3.29,6.89,6.29,0.67,5.82,5.98,Level4
16797,0,32.41,9.46,-4.19,7.31,5.61,0.65,5.68,5.86,Level4
18695,0.19,36.59,6.1,-1.01,5.11,3.11,0.64,5.64,5.92,Level4
19979,0.05,29.63,6.69,-3.65,7.57,4.69,0.51,4.54,5.76,Level4
18360,0.01,35.18,5.37,-4.72,8.8,7.17,0.69,6.19,5.35,Level4
21595,0.2,33.45,5.74,-5.13,11.72,6.84,0.74,6.69,5.38,Level4
24998,0,29.32,8.71,-4.1,8.55,4.94,0.79,7.16,5.28,Level4
27103,0,30.54,10.15,-2.95,5.33,4.86,0.63,5.74,5.99,Level4
28819,0.39,35.38,4.79,-4.17,4.82,5.23,0.6,5.49,5.97,Level4
32425,0,32.32,5.75,-7.1,7.31,6.12,0.79,7.3,4.92,Level5
34272,0.01,28.71,6.94,-4.8,5.95,4.38,0.73,6.84,5.51,Level5
25398,0.26,40.06,4.94,-4.5,7.73,4.02,0.63,5.9,5.56,Level4
30561,0.11,33.39,6.21,-5.42,3.67,2.47,0.75,7.08,5.13,Level5
30613,0,17.97,9.62,-3.49,4,2.7,0.8,7.54,5,Level5
33323,0,16.62,11.14,-0.95,4.21,3.59,0.76,7.23,5.11,Level5
33901,0,16.83,12.43,-1.53,3.67,3.18,0.81,7.75,5.28,Level5
35527,0,15.07,13.46,0.42,5.38,3.99,0.8,7.71,5.61,Level5
28391,0,20.59,11.3,-0.98,8.89,7.84,0.81,7.83,5.41,Level4
27620,0,24.93,12.27,-3.56,9.47,7.85,0.79,7.65,5.55,Level4
25023,0,21.43,17.38,-0.18,6.92,4.5,0.79,7.76,5.68,Level4
26922,0,20.86,19.31,1.22,6.4,4.72,0.79,7.79,5.84,Level4
30148,0.16,29.72,19.36,3.78,5.07,4.46,0.79,7.83,6.51,Level5
31667,0.98,43.13,12.37,0.14,10.8,8.11,0.6,5.94,6.53,Level5
30833,0,27.01,14.72,-1.66,8.09,5.66,0.64,0.53,6.29,Level5
32922,0,26.08,14.68,1.97,5.67,4.59,0.65,0.54,6.05,Level5
24601,2.64,50.28,9.08,-0.04,6.22,4.87,0.69,0.52,6.3,Level4
28065,0.07,33.68,9.7,-2.47,9.83,7.1,0.63,0.5,5.46,Level4
37289,0,26.22,9.82,-2.97,8.06,5.61,0.64,0.54,5.32,Level5
17588,0,23.24,8.86,-5.24,9.78,6.9,0.64,0.52,5.48,Level4
26543,0,19.27,8.09,-4.96,5.77,4.39,0.68,0.57,6.47,Level4
21352,0,20.32,9.34,-4.8,4.62,3.39,0.7,0.64,6.85,Level4
48529,0,16.61,11.57,-4.16,5.97,5.24,0.6,0.66,6.33,Level5
26857,0,20.85,13.68,-2.68,6.09,4.89,0.69,0.51,5.1,Level4
22541,0,18.6,15.06,2.27,7.06,3.77,0.65,0.5,6.32,Level4
24132,0.01,21.03,14.21,0.4,4.36,3.2,0.62,0.66,5.61,Level4
27326,0,20.47,16.36,-0.31,3.56,2.9,0.7,0.53,6.16,Level4
29917,0,20.4,14.97,-1.02,4.12,3.11,0.65,0.62,5.9,Level4
33955,0,20.58,16.02,-2.26,4.17,3.12,0.69,0.65,6.37,Level5
